web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519894909-7141","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA619A","Boeing 767-381(ER)(WL)","C35Y167","31. Aug 2010","null","7.6 Years"
"1519894901-6983","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA839A","Boeing 787-9 Dreamliner","C48W21Y146","30. Jun 2015","null","2.7 Years"
"1519894904-7022","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA805A","Boeing 787-8 Dreamliner","C46W21Y102","30. Dec 2011","null","6.2 Years"
"1519894904-7020","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA803A","Boeing 787-8 Dreamliner","C42Y198","22. Aug 2012","null","5.6 Years"
"1519894911-7164","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA211A","Airbus A320-271N","C8Y138","15. Dec 2016","null","1.2 Years"
"1519894901-6984","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA871A","Boeing 787-9 Dreamliner","C48W21Y146","27. Jul 2015","null","2.7 Years"
"1519894904-7028","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA811A","Boeing 787-8 Dreamliner","C12Y323","16. Jul 2012","null","5.7 Years"
"1519894901-6987","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA875A","Boeing 787-9 Dreamliner","C48W21Y146","23. Nov 2015","null","2.3 Years"
"1519894911-7190","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA56AN","Boeing 737-881(WL)","C8Y159","15. Jun 2009","null","8.8 Years"
"1519894907-7081","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA716A","Boeing 777-281(ER)","C21Y384","28. Jun 2006","null","11.7 Years"
"1519894911-7177","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA382A","Airbus A380-841","","(On Order)","null",""
"1519894904-7025","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA808A","Boeing 787-8 Dreamliner","C42Y198","15. Apr 2012","null","5.9 Years"
"1519894904-7032","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA815A","Boeing 787-8 Dreamliner","C42Y198","30. Sep 2012","null","5.5 Years"
"1519894904-7034","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA817A","Boeing 787-8 Dreamliner","C12Y323","20. Dec 2012","null","5.2 Years"
