web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519892591-2409","https://www.planespotters.net/airline/Delta-Air-Lines?p=14","N905DE","McDonnell Douglas MD-88","C16W15Y118","14. May 1992","9005","25.9 Years"
"1519892594-2438","https://www.planespotters.net/airline/Delta-Air-Lines?p=13","N174DN","Boeing 767-332(ER)(WL)","C36W32Y143","20. Jul 1990","174","27.7 Years"
"1519892596-2533","https://www.planespotters.net/airline/Delta-Air-Lines?p=12","N1609","Boeing 767-332(ER)(WL)","C36W29Y143","25. Apr 2000","1609","17.9 Years"
"1519892614-2855","https://www.planespotters.net/airline/Delta-Air-Lines?p=5","N507DN","Airbus A350-941","C32W48Y226","21. Feb 2018","3507","0.2 Years"
"1519892624-3111","https://www.planespotters.net/airline/Delta-Air-Lines?p=1","N360NB","Airbus A319-114","C12W18Y96","29. Oct 2008","3160","15.0 Years"
"1519892619-2972","https://www.planespotters.net/airline/Delta-Air-Lines?p=3","N301DV","Airbus A321-211(WL)","C20W29Y143","30. Jun 2017
(16. Mar 2016)","3001","2.0 Years"
"1519892596-2501","https://www.planespotters.net/airline/Delta-Air-Lines?p=12","N581NW","Boeing 757-351(WL)","C24W26Y184","29. Oct 2008","5801","16.0 Years"
"1519892584-2268","https://www.planespotters.net/airline/Delta-Air-Lines?p=17","N964DN","McDonnell Douglas MD-90-30","C16W15Y129","02. Aug 2011","9264","18.3 Years"
"1519892614-2884","https://www.planespotters.net/airline/Delta-Air-Lines?p=5","N929AT","Boeing 717-231","C12W15Y83","10. Jan 2014","9570","17.5 Years"
"1519892586-2303","https://www.planespotters.net/airline/Delta-Air-Lines?p=16","N905DA","McDonnell Douglas MD-90-30","C16W15Y129","29. Apr 1995","9205","22.9 Years"
"1519892589-2369","https://www.planespotters.net/airline/Delta-Air-Lines?p=15","N964DL","McDonnell Douglas MD-88","C16W15Y118","14. Sep 1990","964","27.6 Years"
